日期,編號,項目,狀態,負責人,備註,單位,客戶,耗時分鐘,金額
2026/7/29,L264260,其他,待處理,OP-138,,製造,捷欣,23,73.6
0711,L266563,A 類,合格,OP-116,,研發,力鋼,127,63.27
7月29日,L267215,C 類,不合格,OP-138,,資材,力鋼,114,55.63
0717,L267177,C 類,不合格,OP-108,已回報,營運,捷欣,129,17.01
6月4日,L267388,其他,合格,OP-139,已回報,製造,永利,58,63.64
6月28日,L261525,B 類,,OP-123,已回報,製造,捷欣,82,78.55
7月22日,L265025,C 類,,OP-110,已回報,研發,順發,21,97.05
0614,L260013,其他,待處理,OP-118,待確認,研發,東昇,237,82.83
0716,L261324,其他,已結案,OP-112,,製造,順發,126,22.61
6月21日,L269169,A 類,,OP-122,,營運,永利,4,70.28
7月14日,L266713,B 類,,OP-116,,品保,大宏,66,77.4
7月7日,L267047,B 類,合格,OP-111,,製造,順發,87,83.26
0617,L269994,B 類,不合格,OP-136,待確認,製造,順發,182,84.29
0609,L265685,A 類,,OP-137,已回報,品保,順發,181,87.63
0623,L266061,A 類,合格,OP-109,,品保,永利,152,96.92
2026/7/30,L265499,A 類,,OP-128,,品保,順發,224,23.25
6月28日,L264498,其他,,OP-110,已回報,品保,順發,3,93.62
6月1日,L261570,C 類,不合格,OP-133,,營運,永利,25,44.05
2026/6/15,L264652,A 類,不合格,OP-146,待確認,製造,東昇,125,70.46
6月26日,L263869,A 類,,OP-147,待確認,營運,力鋼,193,91.09
2026/7/15,L260534,B 類,,OP-112,,資材,大宏,204,52.82
2026/6/9,L266168,C 類,不合格,OP-101,,研發,順發,77,12.74
0708,L269627,B 類,已結案,OP-139,待確認,品保,永利,59,96.34
7月1日,L265080,A 類,不合格,OP-117,,營運,永利,220,17.43
6月25日,L264946,A 類,不合格,OP-119,,資材,順發,47,22.61
6月14日,L264122,B 類,待處理,OP-123,,營運,捷欣,225,62.07
0604,L263266,C 類,,OP-147,已回報,資材,永利,240,17.98
0619,L267366,B 類,不合格,OP-142,,營運,順發,54,53.33
2026/7/7,L264424,C 類,,OP-125,,研發,大宏,79,33.98
0726,L269739,其他,待處理,OP-105,待確認,資材,永利,143,30.12
7月27日,L265719,C 類,合格,OP-144,,資材,東昇,202,64.26
0603,L269890,B 類,合格,OP-115,,製造,永利,163,86.34
2026/6/17,L262316,其他,已結案,OP-121,,營運,大宏,100,88.42
7月18日,L264647,C 類,不合格,OP-107,已回報,製造,順發,27,20.9
6月15日,L262414,B 類,待處理,OP-142,,品保,順發,102,9.94
0619,L265254,其他,已結案,OP-118,,資材,大宏,26,13.96
0612,L266133,其他,待處理,OP-123,待確認,品保,力鋼,173,58.43
0719,L260799,B 類,,OP-119,已回報,資材,順發,79,87.54
7月3日,L265242,A 類,,OP-102,,製造,順發,97,23.76
2026/7/12,L264897,其他,已結案,OP-128,,研發,大宏,143,89.82
2026/7/16,L268876,B 類,不合格,OP-132,,製造,永利,119,70.98
0601,L269946,C 類,,OP-135,已回報,研發,捷欣,18,74.1
7月17日,L260633,B 類,待處理,OP-137,,研發,力鋼,37,84.09
2026/6/11,L260542,A 類,合格,OP-123,,營運,捷欣,43,13.97
0622,L267489,B 類,,OP-113,,營運,力鋼,2,10.56
0707,L265825,B 類,已結案,OP-111,,研發,順發,136,78.28
2026/6/30,L264550,C 類,合格,OP-109,已回報,製造,捷欣,73,29.5
7月30日,L268114,A 類,,OP-130,待確認,資材,永利,5,72.57
7月21日,L261013,A 類,不合格,OP-115,,製造,大宏,84,51.99
2026/7/3,L262971,B 類,不合格,OP-117,,資材,力鋼,45,12.94
2026/7/21,L265766,C 類,不合格,OP-110,,研發,順發,55,49.02
6月28日,L262559,其他,不合格,OP-121,已回報,營運,力鋼,115,57.88
2026/7/27,L266656,A 類,不合格,OP-135,,研發,永利,87,57.05
2026/7/11,L266898,其他,不合格,OP-131,,研發,永利,160,90.09
2026/6/24,L261810,A 類,待處理,OP-142,,資材,力鋼,175,21.29
7月27日,L263114,C 類,已結案,OP-108,,品保,力鋼,232,69.93
0622,L260081,A 類,已結案,OP-112,待確認,製造,力鋼,206,92.4
6月9日,L266494,A 類,已結案,OP-118,,營運,力鋼,19,54.34
0622,L262433,C 類,已結案,OP-120,,品保,順發,147,47.34
2026/7/25,L264813,C 類,合格,OP-136,,資材,永利,48,1.81
0605,L269461,其他,已結案,OP-146,,資材,捷欣,16,76.39
0701,L262050,其他,不合格,OP-136,,研發,東昇,238,70.58
2026/6/20,L260044,A 類,待處理,OP-127,,資材,順發,12,93.92
2026/6/2,L266649,A 類,合格,OP-121,,品保,永利,185,82.09
2026/7/1,L266111,C 類,待處理,OP-140,待確認,資材,力鋼,18,54.58
0703,L269981,B 類,待處理,OP-141,已回報,研發,永利,72,91.42
0616,L265411,其他,不合格,OP-113,,品保,力鋼,111,61.13
2026/6/2,L265399,C 類,,OP-127,已回報,營運,永利,213,5.05
2026/6/26,L267733,其他,待處理,OP-129,已回報,資材,大宏,163,88.7
6月24日,L266991,C 類,,OP-115,,營運,力鋼,69,79.43
2026/6/12,L264375,A 類,不合格,OP-147,待確認,製造,捷欣,82,93.42
6月22日,L263182,其他,不合格,OP-143,,品保,永利,21,26.95
0713,L263344,A 類,,OP-114,,製造,力鋼,118,52.64
2026/7/28,L263457,其他,,OP-127,待確認,品保,大宏,212,12.13
2026/6/10,L266659,C 類,合格,OP-109,,品保,力鋼,122,24.1
7月17日,L263474,其他,,OP-112,,品保,捷欣,85,66.39
6月2日,L268779,B 類,不合格,OP-135,,製造,捷欣,171,92.59
2026/6/13,L265763,C 類,已結案,OP-125,,製造,力鋼,49,52.0
0603,L267495,A 類,,OP-127,,品保,順發,38,96.23
7月11日,L269988,C 類,,OP-128,,研發,大宏,13,84.57
2026/6/29,L264646,C 類,,OP-105,,營運,力鋼,166,85.9
6月10日,L263613,其他,合格,OP-119,,營運,大宏,229,16.19
2026/6/4,L269982,A 類,,OP-137,,資材,大宏,34,84.25
7月22日,L268964,B 類,,OP-127,,品保,永利,230,51.62
2026/7/21,L268893,C 類,,OP-132,,製造,東昇,26,96.58
6月2日,L263854,A 類,合格,OP-106,,研發,大宏,196,97.77
2026/7/2,L260727,其他,待處理,OP-114,,品保,順發,213,12.37
0722,L263664,其他,,OP-113,,營運,力鋼,68,9.06
2026/7/11,L269695,B 類,待處理,OP-140,,營運,永利,90,94.92
2026/7/18,L266611,A 類,,OP-107,已回報,資材,捷欣,54,41.82
6月13日,L267987,其他,已結案,OP-126,,製造,永利,14,71.68
2026/6/11,L262864,C 類,待處理,OP-109,,營運,永利,99,14.11
0711,L266579,B 類,合格,OP-119,,製造,東昇,19,56.32
0720,L265414,其他,不合格,OP-112,,資材,捷欣,206,64.49
2026/6/7,L268918,B 類,待處理,OP-122,待確認,品保,捷欣,57,84.93
2026/7/23,L264061,C 類,合格,OP-125,,品保,東昇,93,96.89
2026/7/12,L260778,A 類,,OP-148,,品保,大宏,103,52.96
6月19日,L264462,其他,,OP-102,,製造,東昇,184,34.04
2026/7/11,L269279,其他,已結案,OP-125,,品保,永利,87,80.42
7月27日,L263066,A 類,待處理,OP-117,,研發,大宏,16,73.57
7月22日,L268573,C 類,待處理,OP-111,待確認,營運,大宏,174,46.32
2026/6/26,L268810,A 類,待處理,OP-135,,資材,永利,84,5.05
6月7日,L261995,A 類,,OP-122,,品保,東昇,50,90.46
6月15日,L263178,A 類,,OP-133,,品保,大宏,225,9.24
7月10日,L269292,其他,合格,OP-110,,品保,永利,107,49.96
6月25日,L267364,其他,,OP-111,待確認,製造,東昇,13,39.11
2026/6/5,L263444,A 類,,OP-106,,營運,東昇,79,92.18
6月1日,L261552,B 類,合格,OP-120,,研發,力鋼,203,13.59
0609,L268237,C 類,待處理,OP-111,已回報,研發,順發,230,93.2
7月25日,L260765,其他,待處理,OP-101,待確認,資材,力鋼,14,3.25
6月29日,L268630,C 類,,OP-111,待確認,研發,大宏,232,10.65
6月7日,L266197,A 類,待處理,OP-119,已回報,品保,順發,203,57.89
7月9日,L262873,A 類,待處理,OP-148,,品保,大宏,137,86.98
0709,L268199,A 類,合格,OP-110,待確認,製造,東昇,22,14.82
0716,L267987,C 類,,OP-129,,品保,東昇,146,77.62
2026/7/1,L264067,A 類,已結案,OP-128,待確認,研發,東昇,158,49.08
0707,L265781,C 類,待處理,OP-142,待確認,資材,永利,238,82.9
6月16日,L261493,A 類,不合格,OP-123,已回報,品保,永利,155,33.57
2026/6/29,L269014,C 類,合格,OP-131,待確認,品保,東昇,233,89.75
7月17日,L267036,C 類,,OP-139,待確認,資材,捷欣,184,54.07
2026/7/12,L264086,其他,,OP-139,,研發,順發,192,51.02
2026/6/30,L267429,B 類,,OP-128,已回報,營運,永利,157,8.1
0616,L263628,A 類,待處理,OP-120,待確認,營運,東昇,203,5.13
6月21日,L261931,其他,待處理,OP-121,待確認,品保,捷欣,171,26.42
0715,L268925,其他,不合格,OP-123,,資材,順發,170,14.91
6月1日,L265147,A 類,不合格,OP-148,待確認,製造,大宏,77,64.97
2026/7/6,L263598,B 類,已結案,OP-126,,品保,捷欣,163,44.91
0723,L263980,A 類,,OP-122,待確認,品保,捷欣,96,34.65
7月17日,L260212,A 類,待處理,OP-105,,製造,大宏,148,82.62
0708,L265196,其他,不合格,OP-129,,品保,捷欣,83,77.49
0617,L265444,C 類,待處理,OP-108,,資材,大宏,42,97.64
0728,L268599,C 類,合格,OP-147,,製造,順發,151,13.13
7月28日,L263393,B 類,,OP-122,已回報,製造,東昇,75,30.75
7月17日,L267635,A 類,合格,OP-113,,營運,永利,125,95.23
0606,L262851,其他,不合格,OP-117,,營運,東昇,51,74.79
0621,L268814,B 類,待處理,OP-111,已回報,營運,大宏,193,53.5
6月8日,L264991,其他,合格,OP-141,待確認,營運,永利,42,3.24
0703,L264362,C 類,不合格,OP-113,待確認,資材,永利,185,59.8
0610,L267238,B 類,已結案,OP-116,已回報,製造,東昇,78,14.3
2026/6/4,L268348,A 類,,OP-124,,資材,永利,147,70.75
7月7日,L262787,C 類,不合格,OP-128,,製造,順發,234,96.72
0718,L262352,其他,不合格,OP-128,,資材,大宏,218,57.97
6月18日,L264999,C 類,已結案,OP-146,,研發,大宏,218,39.46
0712,L263378,其他,不合格,OP-116,,研發,永利,219,8.79
6月2日,L266622,B 類,,OP-101,,製造,捷欣,51,23.98
2026/6/13,L265319,其他,,OP-143,已回報,研發,永利,170,87.53
6月12日,L264384,其他,合格,OP-109,待確認,營運,永利,16,3.22
7月1日,L261221,其他,不合格,OP-101,,製造,大宏,86,65.55
2026/6/1,L268847,其他,,OP-133,待確認,製造,捷欣,52,92.92
6月30日,L268856,A 類,待處理,OP-120,,品保,大宏,24,31.98
2026/6/18,L266222,A 類,合格,OP-117,,資材,順發,47,82.69
2026/6/12,L268213,其他,合格,OP-128,待確認,研發,力鋼,98,87.42
0619,L265344,其他,已結案,OP-105,待確認,資材,大宏,137,46.63
2026/6/10,L268115,其他,合格,OP-131,,營運,順發,57,62.63
0710,L268733,A 類,待處理,OP-133,,製造,永利,68,79.29
0705,L263956,A 類,已結案,OP-101,,製造,順發,176,30.07
6月20日,L265223,C 類,合格,OP-116,,資材,大宏,161,95.39
0620,L264363,A 類,合格,OP-137,已回報,品保,東昇,234,75.75
2026/6/20,L261065,C 類,合格,OP-137,,品保,力鋼,27,51.76
6月14日,L267654,A 類,待處理,OP-109,待確認,品保,順發,108,87.78
0718,L268797,其他,合格,OP-137,待確認,品保,力鋼,28,81.49
2026/7/22,L264611,其他,合格,OP-143,,資材,順發,83,48.02
2026/7/8,L268031,其他,,OP-130,,製造,順發,226,63.3
0621,L260770,B 類,已結案,OP-141,,資材,捷欣,9,12.8
6月23日,L264526,A 類,合格,OP-110,已回報,製造,永利,191,6.59
0621,L266884,A 類,,OP-127,待確認,資材,力鋼,146,21.88
0627,L263467,其他,不合格,OP-140,待確認,資材,捷欣,58,26.66
0614,L264924,其他,,OP-145,待確認,研發,力鋼,139,30.59
2026/7/12,L264897,其他,已結案,OP-128,,研發,大宏,143,89.82
6月7日,L266970,A 類,,OP-124,,品保,永利,65,92.91
7月12日,L267267,C 類,待處理,OP-120,待確認,資材,力鋼,208,86.62
2026/6/2,L264514,B 類,,OP-132,,資材,東昇,78,65.51
0716,L262077,C 類,待處理,OP-148,待確認,研發,力鋼,167,86.72
0709,L268671,A 類,不合格,OP-121,待確認,品保,東昇,135,62.25
0724,L268137,B 類,,OP-106,已回報,資材,永利,214,74.88
7月22日,L260266,C 類,,OP-141,,資材,順發,12,76.52
6月26日,L265028,其他,待處理,OP-137,,研發,大宏,12,54.25
6月8日,L263815,C 類,合格,OP-141,已回報,製造,大宏,136,86.45
0618,L267329,其他,合格,OP-103,已回報,研發,力鋼,70,75.29
0622,L269680,其他,合格,OP-146,,製造,力鋼,217,39.39
0705,L267792,C 類,待處理,OP-121,已回報,研發,大宏,43,64.81
6月16日,L261688,其他,,OP-136,已回報,資材,力鋼,199,80.23
0621,L261945,A 類,合格,OP-105,,資材,捷欣,216,16.25
7月8日,L266549,C 類,,OP-133,,營運,永利,142,75.59
2026/6/23,L262182,其他,已結案,OP-109,,營運,大宏,239,63.25
2026/7/6,L262374,其他,待處理,OP-110,已回報,製造,大宏,87,7.38
6月5日,L268042,B 類,待處理,OP-101,,研發,順發,146,54.76
7月4日,L264665,A 類,已結案,OP-108,,品保,順發,149,92.74
7月2日,L263569,C 類,不合格,OP-106,,製造,力鋼,160,28.21
2026/7/21,L264557,B 類,已結案,OP-139,,營運,順發,200,80.29
2026/7/1,L266345,A 類,合格,OP-113,,營運,力鋼,48,72.06
6月15日,L265715,其他,,OP-108,已回報,研發,東昇,62,78.91
7月2日,L267692,B 類,已結案,OP-104,,研發,捷欣,116,62.14
7月6日,L268538,其他,合格,OP-138,,品保,力鋼,12,7.71
2026/6/11,L269966,B 類,合格,OP-139,待確認,資材,大宏,3,51.46
2026/7/20,L264698,A 類,待處理,OP-110,,品保,大宏,227,7.54
0619,L269160,C 類,已結案,OP-146,已回報,製造,大宏,113,2.31
6月30日,L264325,A 類,已結案,OP-124,,營運,順發,163,87.54
6月19日,L260736,B 類,,OP-136,待確認,品保,東昇,130,40.68
7月29日,L260139,C 類,合格,OP-112,,品保,永利,158,72.02
2026/7/28,L265866,其他,,OP-141,待確認,營運,捷欣,48,27.2
2026/6/10,L263335,A 類,已結案,OP-142,待確認,製造,大宏,102,55.47
2026/7/30,L264239,B 類,合格,OP-109,,研發,大宏,40,94.16
2026/7/25,L268532,A 類,合格,OP-139,,營運,永利,162,68.93
6月6日,L269815,B 類,,OP-131,,研發,順發,106,8.96
2026/7/4,L265216,C 類,待處理,OP-132,,品保,大宏,2,22.59
7月10日,L261554,C 類,,OP-142,,資材,永利,87,16.84
7月4日,L261536,B 類,不合格,OP-107,待確認,研發,大宏,52,39.56
2026/6/22,L267181,C 類,,OP-124,,品保,永利,102,33.38
0723,L263733,B 類,合格,OP-126,,製造,捷欣,206,63.46
2026/7/20,L261425,C 類,合格,OP-127,,品保,順發,58,67.22
0601,L263316,A 類,待處理,OP-133,,品保,永利,15,91.7
6月7日,L269582,A 類,,OP-122,,製造,永利,111,14.23
6月24日,L265040,B 類,合格,OP-128,已回報,營運,捷欣,92,92.93
0625,L266727,A 類,已結案,OP-114,待確認,品保,力鋼,218,1.92
0606,L269850,A 類,合格,OP-104,,研發,東昇,20,59.07
6月20日,L264222,A 類,不合格,OP-114,已回報,營運,捷欣,229,77.1
2026/6/29,L260560,C 類,已結案,OP-123,,製造,順發,81,92.75
2026/6/30,L268983,C 類,已結案,OP-113,,品保,捷欣,26,71.38
2026/7/7,L263728,C 類,,OP-111,待確認,製造,力鋼,151,25.43
2026/6/9,L263661,其他,已結案,OP-121,,資材,順發,111,41.68
0718,L265774,C 類,,OP-136,待確認,研發,永利,142,66.71
2026/7/9,L264988,C 類,,OP-108,待確認,資材,順發,78,40.88
2026/7/26,L262852,其他,不合格,OP-108,待確認,營運,大宏,136,85.92
0730,L266998,其他,,OP-112,,研發,永利,84,62.23
2026/7/1,L265087,B 類,,OP-129,,營運,東昇,105,0.9
2026/7/14,L267669,A 類,,OP-117,已回報,資材,永利,161,0.93
6月13日,L260022,A 類,不合格,OP-109,,研發,捷欣,175,36.41
0707,L261580,B 類,不合格,OP-110,已回報,資材,順發,98,85.75
7月22日,L264289,A 類,,OP-119,待確認,研發,捷欣,52,40.82
7月22日,L267438,C 類,合格,OP-123,已回報,營運,力鋼,106,30.18
2026/7/24,L268775,B 類,待處理,OP-123,,營運,東昇,52,18.96
0630,L265169,A 類,待處理,OP-130,已回報,研發,大宏,49,13.52
2026/7/17,L267326,其他,不合格,OP-112,待確認,品保,大宏,28,84.2
2026/7/14,L269963,B 類,待處理,OP-101,,品保,順發,200,9.92
6月17日,L265755,A 類,已結案,OP-135,,資材,順發,90,55.34
0707,L261687,B 類,合格,OP-110,,品保,捷欣,137,21.55
0628,L260088,A 類,,OP-127,,品保,大宏,228,78.85
2026/6/18,L261720,B 類,,OP-130,,資材,永利,180,41.71
2026/7/22,L266586,其他,不合格,OP-111,,製造,東昇,191,30.04
2026/6/1,L267527,A 類,待處理,OP-124,待確認,研發,大宏,139,2.96
0716,L264724,C 類,,OP-121,已回報,研發,力鋼,215,19.44
2026/7/16,L268279,B 類,不合格,OP-118,已回報,研發,捷欣,207,29.51
6月14日,L269115,C 類,待處理,OP-102,,製造,捷欣,123,93.88
7月13日,L267352,A 類,,OP-138,,資材,東昇,148,92.1
2026/6/8,L260496,B 類,,OP-104,,資材,永利,76,34.95
0606,L261134,其他,合格,OP-107,待確認,資材,東昇,183,72.0
0608,L260332,B 類,合格,OP-137,已回報,製造,捷欣,208,32.83
6月14日,L263123,B 類,不合格,OP-146,,營運,捷欣,124,2.25
0723,L268271,C 類,合格,OP-137,,營運,永利,133,91.79
7月4日,L269562,其他,不合格,OP-115,已回報,研發,東昇,68,41.04
0620,L265711,A 類,合格,OP-144,待確認,資材,捷欣,126,30.44
6月16日,L261056,C 類,不合格,OP-116,,營運,順發,63,71.9
0629,L263842,A 類,,OP-148,已回報,資材,順發,19500.0,70.9
0611,L267879,C 類,,OP-114,已回報,製造,順發,2,73.23
0701,L268670,其他,待處理,OP-116,待確認,製造,捷欣,31,20.51
2026/6/1,L264419,A 類,,OP-141,已回報,營運,東昇,54,32.23
6月6日,L261692,其他,,OP-118,,研發,大宏,166,6.61
2026/7/16,L264085,B 類,不合格,OP-128,待確認,營運,順發,85,9.26
7月28日,L263324,C 類,不合格,OP-114,已回報,資材,順發,94,36.08
0620,L263929,其他,已結案,OP-115,待確認,品保,順發,85,45.12
0614,L267672,B 類,待處理,OP-117,待確認,製造,大宏,66,14.54
0614,L262625,C 類,不合格,OP-117,已回報,品保,東昇,194,47.9
7月12日,L263367,B 類,待處理,OP-127,,製造,大宏,219,71.27
2026/7/20,L263664,其他,不合格,OP-105,待確認,研發,力鋼,64,80.69
2026/7/16,L260891,A 類,合格,OP-108,待確認,品保,大宏,3,82.66
0612,L260019,C 類,合格,OP-127,,資材,力鋼,30,94.31
2026/6/19,L264584,B 類,不合格,OP-147,,品保,力鋼,224,61.09
0621,L265025,A 類,待處理,OP-132,,品保,永利,79,7.12
7月4日,L261431,B 類,合格,OP-121,,品保,永利,104,53.52
0624,L260674,B 類,已結案,OP-125,已回報,資材,順發,143,77.04
0708,L268484,A 類,待處理,OP-140,已回報,研發,力鋼,153,85.18
6月28日,L265113,C 類,合格,OP-110,,營運,大宏,143,84.54
0708,L266568,C 類,合格,OP-148,待確認,營運,力鋼,21900.0,16.4
0704,L264615,A 類,待處理,OP-118,,品保,東昇,229,50.1
2026/7/12,L262563,其他,,OP-123,已回報,品保,永利,133,95.73
0618,L267470,B 類,已結案,OP-105,,資材,東昇,66,24.3
0725,L265790,其他,合格,OP-134,,品保,捷欣,156,24.16
6月1日,L262119,A 類,已結案,OP-134,,營運,力鋼,138,45.29
0727,L267891,其他,待處理,OP-144,已回報,資材,大宏,227,20.07
2026/6/22,L269441,C 類,合格,OP-107,,研發,順發,226,78.27
2026/7/13,L262256,A 類,,OP-115,,資材,大宏,235,41.91
6月8日,L265326,A 類,不合格,OP-124,,研發,大宏,28,67.04
2026/7/28,L260924,其他,不合格,OP-126,待確認,品保,東昇,106,91.0
7月16日,L261026,其他,已結案,OP-143,,資材,力鋼,11,13.68
0629,L263690,B 類,待處理,OP-118,,研發,大宏,185,80.4
0622,L264684,B 類,,OP-142,,營運,永利,7,51.24
7月1日,L263716,其他,待處理,OP-121,已回報,研發,大宏,90,30.84
7月14日,L268045,B 類,待處理,OP-125,,資材,永利,154,42.46
0716,L262263,C 類,,OP-117,,營運,大宏,48,43.83
0703,L269396,其他,已結案,OP-144,,研發,順發,150,85.22
2026/6/11,L264632,B 類,,OP-104,已回報,營運,捷欣,60,59.93
2026/7/30,L266899,B 類,待處理,OP-132,,資材,力鋼,135,10.22
7月25日,L260191,C 類,合格,OP-134,,資材,力鋼,39,30.42
2026/6/2,L268023,C 類,待處理,OP-126,,資材,東昇,63,73.64
0619,L269377,C 類,已結案,OP-134,待確認,製造,力鋼,186,87.9
0729,L267875,A 類,,OP-111,,研發,力鋼,176,53.6
7月2日,L266724,A 類,合格,OP-123,,營運,大宏,182,11.65
0622,L268538,其他,,OP-136,已回報,營運,永利,161,68.87
6月11日,L268090,B 類,不合格,OP-130,待確認,品保,永利,115,96.14
7月1日,L262850,其他,,OP-135,,品保,順發,213,94.56
2026/6/28,L267787,B 類,待處理,OP-117,已回報,研發,力鋼,190,33.19
2026/6/28,L264411,B 類,合格,OP-134,,品保,東昇,177,27.74
2026/7/11,L262843,A 類,合格,OP-104,,研發,大宏,69,89.02
0705,L260471,其他,合格,OP-109,,研發,捷欣,240,83.32
7月18日,L262564,其他,,OP-139,,研發,順發,142,39.33
2026/6/9,L269744,A 類,已結案,OP-125,,資材,力鋼,168,78.57
2026/7/4,L265148,A 類,待處理,OP-127,,製造,大宏,34,3.73
7月8日,L268946,其他,已結案,OP-122,待確認,製造,大宏,106,34.88
0607,L266617,其他,不合格,OP-129,待確認,研發,捷欣,110,16.14
7月1日,L264177,A 類,不合格,OP-148,已回報,研發,順發,179,2.87
6月21日,L267928,A 類,,OP-141,已回報,製造,大宏,24,8.74
2026/7/23,L263354,其他,已結案,OP-117,,營運,捷欣,79,74.06
2026/6/25,L264681,C 類,,OP-133,待確認,資材,順發,91,76.44
0613,L260814,其他,,OP-143,待確認,資材,永利,211,86.22
6月15日,L269314,C 類,已結案,OP-145,,製造,捷欣,183,96.85
0615,L268072,其他,合格,OP-101,,品保,永利,170,42.7
2026/7/22,L269143,A 類,不合格,OP-146,,營運,捷欣,133,77.07
2026/6/10,L267041,C 類,合格,OP-121,,品保,順發,225,87.55
2026/6/5,L260238,A 類,待處理,OP-116,已回報,資材,大宏,6,57.27
7月23日,L263878,A 類,,OP-148,,研發,東昇,218,82.21
0712,L267118,B 類,合格,OP-120,,研發,東昇,22,91.97
0718,L267512,其他,已結案,OP-115,,營運,順發,229,62.23
2026/6/3,L267212,A 類,,OP-122,,營運,東昇,21,97.88
6月4日,L261892,C 類,待處理,OP-141,待確認,品保,捷欣,174,89.55
6月26日,L267937,A 類,待處理,OP-133,待確認,資材,捷欣,188,42.81
6月2日,L264793,其他,待處理,OP-142,已回報,製造,順發,58,46.6
0728,L268724,C 類,不合格,OP-107,待確認,研發,捷欣,147,71.19
0630,L269747,其他,待處理,OP-128,,營運,捷欣,178,95.1
7月10日,L260584,B 類,待處理,OP-117,,製造,永利,238,7.44
7月30日,L262397,A 類,已結案,OP-103,待確認,製造,大宏,69,8.23
2026/6/27,L264118,其他,,OP-146,,品保,永利,23,9.46
0713,L264943,其他,待處理,OP-105,待確認,製造,捷欣,238,85.74
2026/6/15,L269287,B 類,已結案,OP-126,,營運,順發,102,12.0
2026/6/10,L269671,C 類,已結案,OP-138,,研發,捷欣,2,9.0
0617,L264722,A 類,不合格,OP-146,,製造,順發,228,55.75
7月23日,L266626,其他,待處理,OP-146,,營運,力鋼,112,84.86
0609,L268457,A 類,,OP-142,,資材,永利,67,4.13
0621,L265615,B 類,已結案,OP-127,已回報,營運,捷欣,131,9.68
0614,L269798,其他,合格,OP-143,,品保,永利,93,53.6
2026/7/27,L264663,C 類,已結案,OP-102,,品保,順發,94,66.76
0620,L268931,A 類,待處理,OP-120,待確認,品保,東昇,57,18.56
2026/7/28,L268466,B 類,合格,OP-133,,研發,力鋼,35,84.42
2026/6/28,L267699,A 類,不合格,OP-106,,營運,力鋼,213,33.09
0601,L269367,B 類,,OP-119,待確認,研發,捷欣,150,72.24
6月16日,L265178,C 類,合格,OP-105,,營運,捷欣,116,84.37
2026/7/22,L263619,其他,,OP-113,,研發,東昇,27,69.72
0711,L266464,A 類,不合格,OP-107,已回報,資材,大宏,11,94.52
2026/7/3,L262290,B 類,,OP-134,,品保,東昇,41,1.22
0706,L262086,其他,已結案,OP-113,,製造,力鋼,110,2.08
0625,L265232,A 類,已結案,OP-113,已回報,資材,永利,219,25.02
2026/6/9,L265760,B 類,不合格,OP-131,,品保,捷欣,205,83.85
7月11日,L261729,C 類,,OP-147,,資材,東昇,118,17.36
7月14日,L263213,A 類,已結案,OP-127,,製造,捷欣,174,91.95
2026/7/4,L262286,B 類,,OP-117,已回報,研發,力鋼,197,18.02
0604,L261099,C 類,待處理,OP-140,待確認,品保,捷欣,183,57.13
0610,L265415,C 類,已結案,OP-108,待確認,資材,力鋼,201,77.54
2026/6/19,L260562,A 類,已結案,OP-127,待確認,研發,順發,100.0,44.06
2026/6/13,L265851,C 類,已結案,OP-111,,品保,捷欣,101,16.06
2026/6/20,L262719,B 類,,OP-142,已回報,製造,力鋼,231,88.83
7月21日,L260670,C 類,不合格,OP-124,,資材,力鋼,216,73.87
2026/7/24,L268826,C 類,,OP-102,,營運,永利,136,95.84
2026/7/29,L260619,C 類,合格,OP-131,,資材,大宏,212,1.71
2026/7/9,L268911,B 類,已結案,OP-124,已回報,品保,東昇,83,85.6
2026/6/10,L267744,C 類,,OP-134,,品保,順發,101,45.13
6月4日,L260978,A 類,已結案,OP-130,已回報,研發,順發,205,72.9
2026/6/19,L268233,C 類,,OP-132,,資材,順發,35,59.81
6月13日,L264483,A 類,待處理,OP-143,待確認,品保,永利,240,37.07
2026/6/7,L261020,C 類,,OP-103,已回報,研發,捷欣,130,27.38
7月20日,L261826,B 類,已結案,OP-140,,資材,大宏,100,94.03
6月23日,L267428,B 類,已結案,OP-118,,品保,東昇,147,46.45
2026/6/2,L261543,C 類,,OP-135,,營運,力鋼,26,89.01
7月9日,L268087,A 類,不合格,OP-118,,品保,順發,145,74.6
7月28日,L268710,A 類,,OP-117,,研發,力鋼,165,42.68
2026/7/16,L264646,C 類,,OP-102,,製造,捷欣,171,88.0
6月22日,L265535,B 類,,OP-102,,研發,大宏,66,66.36
0625,L266595,A 類,待處理,OP-147,已回報,營運,大宏,205,64.19
6月10日,L262119,B 類,不合格,OP-143,,製造,東昇,6,68.41
6月20日,L267613,其他,,OP-139,,製造,力鋼,69,27.68
2026/7/16,L264287,B 類,合格,OP-113,待確認,品保,力鋼,30,13.57
7月27日,L260117,B 類,,OP-116,待確認,研發,永利,68,47.89
2026/7/28,L262892,其他,,OP-144,已回報,品保,捷欣,181,29.14
0616,L261986,A 類,,OP-135,,品保,力鋼,25,33.77
2026/6/21,L260079,C 類,,OP-129,,製造,永利,49,87.13
0714,L265688,其他,已結案,OP-141,,製造,大宏,89,34.56
2026/7/30,L264698,其他,,OP-117,,資材,大宏,240,56.51
0621,L269051,B 類,不合格,OP-117,待確認,製造,大宏,130,28.68
0630,L260584,A 類,待處理,OP-124,,營運,捷欣,213,27.49
